item,freq
4,663
5,540
6,516
3,509
7,415
8,357
2,296
9,231
10,187
11,131
12,86
1,59
13,57
15,29
14,25
17,22
16,16
19,12
20,11
21,5
18,4
22,2
24,2
26,2
23,2
0,1
34,1
